month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
06,2009,Heart disease,Yemeni,6,27,2009-06-01,2009 Q2,2008-2009
07,2009,Heart disease,Yemeni,9,36,2009-07-01,2009 Q2,2008-2009
08,2009,Heart disease,Yemeni,7,43,2009-08-01,2009 Q2,2008-2009
09,2009,Heart disease,Yemeni,3,46,2009-09-01,2009 Q3,2008-2009
10,2009,Heart disease,Yemeni,3,49,2009-10-01,2009 Q3,2008-2009
11,2009,Heart disease,Yemeni,8,57,2009-11-01,2009 Q3,2008-2009
12,2009,Heart disease,Yemeni,6,63,2009-12-01,2009 Q3,2008-2009
03,2010,Heart disease,Yemeni,1,64,2010-03-01,2010 Q1,2010-2011
05,2010,Heart disease,Yemeni,1,65,2010-05-01,2010 Q2,2010-2011
06,2010,Heart disease,Yemeni,1,66,2010-06-01,2010 Q2,2010-2011
08,2010,Heart disease,Yemeni,2,68,2010-08-01,2010 Q2,2010-2011
09,2010,Heart disease,Yemeni,1,69,2010-09-01,2010 Q3,2010-2011
11,2010,Heart disease,Yemeni,1,70,2010-11-01,2010 Q3,2010-2011
12,2010,Heart disease,Yemeni,1,71,2010-12-01,2010 Q3,2010-2011
01,2011,Heart disease,Yemeni,1,72,2011-01-01,2011 Q1,2010-2011
02,2011,Heart disease,Yemeni,1,73,2011-02-01,2011 Q1,2010-2011
06,2011,Heart disease,Yemeni,1,74,2011-06-01,2011 Q2,2010-2011
08,2011,Heart disease,Yemeni,1,75,2011-08-01,2011 Q2,2010-2011
12,2011,Heart disease,Yemeni,1,76,2011-12-01,2011 Q3,2010-2011
01,2012,Heart disease,Yemeni,4,80,2012-01-01,2012 Q1,2012-2013
02,2012,Heart disease,Yemeni,4,84,2012-02-01,2012 Q1,2012-2013
03,2012,Heart disease,Yemeni,4,88,2012-03-01,2012 Q1,2012-2013
04,2012,Heart disease,Yemeni,9,97,2012-04-01,2012 Q1,2012-2013
05,2012,Heart disease,Yemeni,9,106,2012-05-01,2012 Q2,2012-2013
06,2012,Heart disease,Yemeni,7,113,2012-06-01,2012 Q2,2012-2013
07,2012,Heart disease,Yemeni,7,120,2012-07-01,2012 Q2,2012-2013
08,2012,Heart disease,Yemeni,7,127,2012-08-01,2012 Q2,2012-2013
09,2012,Heart disease,Yemeni,6,133,2012-09-01,2012 Q3,2012-2013
10,2012,Heart disease,Yemeni,5,138,2012-10-01,2012 Q3,2012-2013
11,2012,Heart disease,Yemeni,5,143,2012-11-01,2012 Q3,2012-2013
12,2012,Heart disease,Yemeni,2,145,2012-12-01,2012 Q3,2012-2013
01,2013,Heart disease,Yemeni,5,150,2013-01-01,2013 Q1,2012-2013
05,2013,Heart disease,Yemeni,1,151,2013-05-01,2013 Q2,2012-2013
06,2013,Heart disease,Yemeni,1,152,2013-06-01,2013 Q2,2012-2013
07,2013,Heart disease,Yemeni,1,153,2013-07-01,2013 Q2,2012-2013
11,2013,Heart disease,Yemeni,1,154,2013-11-01,2013 Q3,2012-2013
07,2014,Heart disease,Yemeni,1,155,2014-07-01,2014 Q2,2014-2015
08,2014,Heart disease,Yemeni,2,157,2014-08-01,2014 Q2,2014-2015
09,2014,Heart disease,Yemeni,1,158,2014-09-01,2014 Q3,2014-2015
11,2014,Heart disease,Yemeni,2,160,2014-11-01,2014 Q3,2014-2015
12,2014,Heart disease,Yemeni,2,162,2014-12-01,2014 Q3,2014-2015
01,2015,Heart disease,Yemeni,6,168,2015-01-01,2015 Q1,2014-2015
02,2015,Heart disease,Yemeni,5,173,2015-02-01,2015 Q1,2014-2015
03,2015,Heart disease,Yemeni,5,178,2015-03-01,2015 Q1,2014-2015
04,2015,Heart disease,Yemeni,4,182,2015-04-01,2015 Q1,2014-2015
05,2015,Heart disease,Yemeni,4,186,2015-05-01,2015 Q2,2014-2015
06,2015,Heart disease,Yemeni,11,197,2015-06-01,2015 Q2,2014-2015
07,2015,Heart disease,Yemeni,3,200,2015-07-01,2015 Q2,2014-2015
08,2015,Heart disease,Yemeni,5,205,2015-08-01,2015 Q2,2014-2015
09,2015,Heart disease,Yemeni,11,216,2015-09-01,2015 Q3,2014-2015
10,2015,Heart disease,Yemeni,4,220,2015-10-01,2015 Q3,2014-2015
11,2015,Heart disease,Yemeni,8,228,2015-11-01,2015 Q3,2014-2015
12,2015,Heart disease,Yemeni,5,233,2015-12-01,2015 Q3,2014-2015
01,2016,Heart disease,Yemeni,1,234,2016-01-01,2016 Q1,2016-2017
02,2016,Heart disease,Yemeni,1,235,2016-02-01,2016 Q1,2016-2017
04,2016,Heart disease,Yemeni,1,236,2016-04-01,2016 Q1,2016-2017
05,2016,Heart disease,Yemeni,1,237,2016-05-01,2016 Q2,2016-2017
06,2016,Heart disease,Yemeni,1,238,2016-06-01,2016 Q2,2016-2017
08,2016,Heart disease,Yemeni,2,240,2016-08-01,2016 Q2,2016-2017
11,2016,Heart disease,Yemeni,2,242,2016-11-01,2016 Q3,2016-2017
12,2016,Heart disease,Yemeni,1,243,2016-12-01,2016 Q3,2016-2017
01,2017,Heart disease,Yemeni,1,244,2017-01-01,2017 Q1,2016-2017
03,2017,Heart disease,Yemeni,1,245,2017-03-01,2017 Q1,2016-2017
05,2017,Heart disease,Yemeni,3,248,2017-05-01,2017 Q2,2016-2017
06,2017,Heart disease,Yemeni,1,249,2017-06-01,2017 Q2,2016-2017
07,2017,Heart disease,Yemeni,1,250,2017-07-01,2017 Q2,2016-2017
10,2017,Heart disease,Yemeni,1,251,2017-10-01,2017 Q3,2016-2017
12,2017,Heart disease,Yemeni,1,252,2017-12-01,2017 Q3,2016-2017
01,2018,Heart disease,Yemeni,4,256,2018-01-01,2018 Q1,2018-2019
02,2018,Heart disease,Yemeni,4,260,2018-02-01,2018 Q1,2018-2019
03,2018,Heart disease,Yemeni,8,268,2018-03-01,2018 Q1,2018-2019
04,2018,Heart disease,Yemeni,5,273,2018-04-01,2018 Q1,2018-2019
05,2018,Heart disease,Yemeni,2,275,2018-05-01,2018 Q2,2018-2019
06,2018,Heart disease,Yemeni,7,282,2018-06-01,2018 Q2,2018-2019
07,2018,Heart disease,Yemeni,10,292,2018-07-01,2018 Q2,2018-2019
08,2018,Heart disease,Yemeni,5,297,2018-08-01,2018 Q2,2018-2019
09,2018,Heart disease,Yemeni,7,304,2018-09-01,2018 Q3,2018-2019
10,2018,Heart disease,Yemeni,7,311,2018-10-01,2018 Q3,2018-2019
11,2018,Heart disease,Yemeni,6,317,2018-11-01,2018 Q3,2018-2019
12,2018,Heart disease,Yemeni,3,320,2018-12-01,2018 Q3,2018-2019
01,2019,Heart disease,Yemeni,3,323,2019-01-01,2019 Q1,2018-2019
03,2019,Heart disease,Yemeni,1,324,2019-03-01,2019 Q1,2018-2019
04,2019,Heart disease,Yemeni,1,325,2019-04-01,2019 Q1,2018-2019
06,2019,Heart disease,Yemeni,1,326,2019-06-01,2019 Q2,2018-2019
07,2019,Heart disease,Yemeni,2,328,2019-07-01,2019 Q2,2018-2019
08,2019,Heart disease,Yemeni,1,329,2019-08-01,2019 Q2,2018-2019
09,2019,Heart disease,Yemeni,1,330,2019-09-01,2019 Q3,2018-2019
10,2019,Heart disease,Yemeni,2,332,2019-10-01,2019 Q3,2018-2019
12,2019,Heart disease,Yemeni,1,333,2019-12-01,2019 Q3,2018-2019
02,2020,Heart disease,Yemeni,2,335,2020-02-01,2020 Q1,2020-2021
03,2020,Heart disease,Yemeni,1,336,2020-03-01,2020 Q1,2020-2021
04,2020,Heart disease,Yemeni,2,338,2020-04-01,2020 Q1,2020-2021
05,2020,Heart disease,Yemeni,1,339,2020-05-01,2020 Q2,2020-2021
06,2020,Heart disease,Yemeni,1,340,2020-06-01,2020 Q2,2020-2021
01,2009,Hypertension,Yemeni,6,6,2009-01-01,2009 Q1,2008-2009
02,2009,Hypertension,Yemeni,7,13,2009-02-01,2009 Q1,2008-2009
03,2009,Hypertension,Yemeni,5,18,2009-03-01,2009 Q1,2008-2009
04,2009,Hypertension,Yemeni,9,27,2009-04-01,2009 Q1,2008-2009
05,2009,Hypertension,Yemeni,12,39,2009-05-01,2009 Q2,2008-2009
06,2009,Hypertension,Yemeni,7,46,2009-06-01,2009 Q2,2008-2009
07,2009,Hypertension,Yemeni,8,54,2009-07-01,2009 Q2,2008-2009
08,2009,Hypertension,Yemeni,13,67,2009-08-01,2009 Q2,2008-2009
09,2009,Hypertension,Yemeni,6,73,2009-09-01,2009 Q3,2008-2009
10,2009,Hypertension,Yemeni,8,81,2009-10-01,2009 Q3,2008-2009
11,2009,Hypertension,Yemeni,10,91,2009-11-01,2009 Q3,2008-2009
12,2009,Hypertension,Yemeni,10,101,2009-12-01,2009 Q3,2008-2009
01,2010,Hypertension,Yemeni,2,103,2010-01-01,2010 Q1,2010-2011
03,2010,Hypertension,Yemeni,1,104,2010-03-01,2010 Q1,2010-2011
06,2010,Hypertension,Yemeni,1,105,2010-06-01,2010 Q2,2010-2011
07,2010,Hypertension,Yemeni,1,106,2010-07-01,2010 Q2,2010-2011
11,2010,Hypertension,Yemeni,1,107,2010-11-01,2010 Q3,2010-2011
12,2010,Hypertension,Yemeni,1,108,2010-12-01,2010 Q3,2010-2011
05,2011,Hypertension,Yemeni,1,109,2011-05-01,2011 Q2,2010-2011
06,2011,Hypertension,Yemeni,2,111,2011-06-01,2011 Q2,2010-2011
08,2011,Hypertension,Yemeni,1,112,2011-08-01,2011 Q2,2010-2011
10,2011,Hypertension,Yemeni,1,113,2011-10-01,2011 Q3,2010-2011
12,2011,Hypertension,Yemeni,1,114,2011-12-01,2011 Q3,2010-2011
01,2012,Hypertension,Yemeni,9,123,2012-01-01,2012 Q1,2012-2013
02,2012,Hypertension,Yemeni,6,129,2012-02-01,2012 Q1,2012-2013
03,2012,Hypertension,Yemeni,6,135,2012-03-01,2012 Q1,2012-2013
04,2012,Hypertension,Yemeni,11,146,2012-04-01,2012 Q1,2012-2013
05,2012,Hypertension,Yemeni,8,154,2012-05-01,2012 Q2,2012-2013
06,2012,Hypertension,Yemeni,10,164,2012-06-01,2012 Q2,2012-2013
07,2012,Hypertension,Yemeni,8,172,2012-07-01,2012 Q2,2012-2013
08,2012,Hypertension,Yemeni,6,178,2012-08-01,2012 Q2,2012-2013
09,2012,Hypertension,Yemeni,12,190,2012-09-01,2012 Q3,2012-2013
10,2012,Hypertension,Yemeni,11,201,2012-10-01,2012 Q3,2012-2013
11,2012,Hypertension,Yemeni,4,205,2012-11-01,2012 Q3,2012-2013
12,2012,Hypertension,Yemeni,7,212,2012-12-01,2012 Q3,2012-2013
01,2013,Hypertension,Yemeni,3,215,2013-01-01,2013 Q1,2012-2013
03,2013,Hypertension,Yemeni,1,216,2013-03-01,2013 Q1,2012-2013
06,2013,Hypertension,Yemeni,1,217,2013-06-01,2013 Q2,2012-2013
07,2013,Hypertension,Yemeni,1,218,2013-07-01,2013 Q2,2012-2013
08,2013,Hypertension,Yemeni,1,219,2013-08-01,2013 Q2,2012-2013
09,2013,Hypertension,Yemeni,2,221,2013-09-01,2013 Q3,2012-2013
10,2013,Hypertension,Yemeni,1,222,2013-10-01,2013 Q3,2012-2013
11,2013,Hypertension,Yemeni,2,224,2013-11-01,2013 Q3,2012-2013
04,2014,Hypertension,Yemeni,1,225,2014-04-01,2014 Q1,2014-2015
05,2014,Hypertension,Yemeni,1,226,2014-05-01,2014 Q2,2014-2015
07,2014,Hypertension,Yemeni,2,228,2014-07-01,2014 Q2,2014-2015
08,2014,Hypertension,Yemeni,1,229,2014-08-01,2014 Q2,2014-2015
09,2014,Hypertension,Yemeni,1,230,2014-09-01,2014 Q3,2014-2015
10,2014,Hypertension,Yemeni,1,231,2014-10-01,2014 Q3,2014-2015
11,2014,Hypertension,Yemeni,1,232,2014-11-01,2014 Q3,2014-2015
01,2015,Hypertension,Yemeni,7,239,2015-01-01,2015 Q1,2014-2015
02,2015,Hypertension,Yemeni,7,246,2015-02-01,2015 Q1,2014-2015
03,2015,Hypertension,Yemeni,4,250,2015-03-01,2015 Q1,2014-2015
04,2015,Hypertension,Yemeni,7,257,2015-04-01,2015 Q1,2014-2015
05,2015,Hypertension,Yemeni,7,264,2015-05-01,2015 Q2,2014-2015
06,2015,Hypertension,Yemeni,11,275,2015-06-01,2015 Q2,2014-2015
07,2015,Hypertension,Yemeni,3,278,2015-07-01,2015 Q2,2014-2015
08,2015,Hypertension,Yemeni,3,281,2015-08-01,2015 Q2,2014-2015
09,2015,Hypertension,Yemeni,8,289,2015-09-01,2015 Q3,2014-2015
10,2015,Hypertension,Yemeni,7,296,2015-10-01,2015 Q3,2014-2015
11,2015,Hypertension,Yemeni,8,304,2015-11-01,2015 Q3,2014-2015
12,2015,Hypertension,Yemeni,7,311,2015-12-01,2015 Q3,2014-2015
02,2016,Hypertension,Yemeni,3,314,2016-02-01,2016 Q1,2016-2017
03,2016,Hypertension,Yemeni,1,315,2016-03-01,2016 Q1,2016-2017
04,2016,Hypertension,Yemeni,3,318,2016-04-01,2016 Q1,2016-2017
06,2016,Hypertension,Yemeni,3,321,2016-06-01,2016 Q2,2016-2017
07,2016,Hypertension,Yemeni,1,322,2016-07-01,2016 Q2,2016-2017
08,2016,Hypertension,Yemeni,1,323,2016-08-01,2016 Q2,2016-2017
11,2016,Hypertension,Yemeni,1,324,2016-11-01,2016 Q3,2016-2017
12,2016,Hypertension,Yemeni,1,325,2016-12-01,2016 Q3,2016-2017
04,2017,Hypertension,Yemeni,1,326,2017-04-01,2017 Q1,2016-2017
05,2017,Hypertension,Yemeni,2,328,2017-05-01,2017 Q2,2016-2017
06,2017,Hypertension,Yemeni,1,329,2017-06-01,2017 Q2,2016-2017
01,2018,Hypertension,Yemeni,8,337,2018-01-01,2018 Q1,2018-2019
02,2018,Hypertension,Yemeni,8,345,2018-02-01,2018 Q1,2018-2019
03,2018,Hypertension,Yemeni,7,352,2018-03-01,2018 Q1,2018-2019
04,2018,Hypertension,Yemeni,9,361,2018-04-01,2018 Q1,2018-2019
05,2018,Hypertension,Yemeni,4,365,2018-05-01,2018 Q2,2018-2019
06,2018,Hypertension,Yemeni,11,376,2018-06-01,2018 Q2,2018-2019
07,2018,Hypertension,Yemeni,12,388,2018-07-01,2018 Q2,2018-2019
08,2018,Hypertension,Yemeni,7,395,2018-08-01,2018 Q2,2018-2019
09,2018,Hypertension,Yemeni,10,405,2018-09-01,2018 Q3,2018-2019
10,2018,Hypertension,Yemeni,4,409,2018-10-01,2018 Q3,2018-2019
11,2018,Hypertension,Yemeni,11,420,2018-11-01,2018 Q3,2018-2019
12,2018,Hypertension,Yemeni,6,426,2018-12-01,2018 Q3,2018-2019
01,2019,Hypertension,Yemeni,1,427,2019-01-01,2019 Q1,2018-2019
03,2019,Hypertension,Yemeni,2,429,2019-03-01,2019 Q1,2018-2019
07,2019,Hypertension,Yemeni,2,431,2019-07-01,2019 Q2,2018-2019
08,2019,Hypertension,Yemeni,1,432,2019-08-01,2019 Q2,2018-2019
10,2019,Hypertension,Yemeni,1,433,2019-10-01,2019 Q3,2018-2019
01,2020,Hypertension,Yemeni,1,434,2020-01-01,2020 Q1,2020-2021
03,2020,Hypertension,Yemeni,1,435,2020-03-01,2020 Q1,2020-2021
05,2020,Hypertension,Yemeni,1,436,2020-05-01,2020 Q2,2020-2021
08,2020,Hypertension,Yemeni,2,438,2020-08-01,2020 Q2,2020-2021
02,2009,Nash,Yemeni,1,1,2009-02-01,2009 Q1,2008-2009
03,2009,Nash,Yemeni,1,2,2009-03-01,2009 Q1,2008-2009
04,2009,Nash,Yemeni,1,3,2009-04-01,2009 Q1,2008-2009
08,2009,Nash,Yemeni,1,4,2009-08-01,2009 Q2,2008-2009
10,2009,Nash,Yemeni,2,6,2009-10-01,2009 Q3,2008-2009
11,2009,Nash,Yemeni,1,7,2009-11-01,2009 Q3,2008-2009
01,2010,Nash,Yemeni,1,8,2010-01-01,2010 Q1,2010-2011
02,2011,Nash,Yemeni,1,9,2011-02-01,2011 Q1,2010-2011
01,2012,Nash,Yemeni,1,10,2012-01-01,2012 Q1,2012-2013
06,2012,Nash,Yemeni,4,14,2012-06-01,2012 Q2,2012-2013
07,2012,Nash,Yemeni,1,15,2012-07-01,2012 Q2,2012-2013
08,2012,Nash,Yemeni,1,16,2012-08-01,2012 Q2,2012-2013
09,2012,Nash,Yemeni,2,18,2012-09-01,2012 Q3,2012-2013
12,2012,Nash,Yemeni,1,19,2012-12-01,2012 Q3,2012-2013
09,2013,Nash,Yemeni,1,20,2013-09-01,2013 Q3,2012-2013
10,2013,Nash,Yemeni,1,21,2013-10-01,2013 Q3,2012-2013
04,2014,Nash,Yemeni,1,22,2014-04-01,2014 Q1,2014-2015
11,2014,Nash,Yemeni,1,23,2014-11-01,2014 Q3,2014-2015
03,2015,Nash,Yemeni,1,24,2015-03-01,2015 Q1,2014-2015
04,2015,Nash,Yemeni,2,26,2015-04-01,2015 Q1,2014-2015
10,2015,Nash,Yemeni,2,28,2015-10-01,2015 Q3,2014-2015
11,2015,Nash,Yemeni,4,32,2015-11-01,2015 Q3,2014-2015
04,2016,Nash,Yemeni,1,33,2016-04-01,2016 Q1,2016-2017
09,2016,Nash,Yemeni,1,34,2016-09-01,2016 Q3,2016-2017
08,2017,Nash,Yemeni,1,35,2017-08-01,2017 Q2,2016-2017
01,2018,Nash,Yemeni,1,36,2018-01-01,2018 Q1,2018-2019
04,2018,Nash,Yemeni,4,40,2018-04-01,2018 Q1,2018-2019
07,2018,Nash,Yemeni,2,42,2018-07-01,2018 Q2,2018-2019
08,2018,Nash,Yemeni,1,43,2018-08-01,2018 Q2,2018-2019
11,2018,Nash,Yemeni,1,44,2018-11-01,2018 Q3,2018-2019
12,2018,Nash,Yemeni,1,45,2018-12-01,2018 Q3,2018-2019
01,2019,Nash,Yemeni,1,46,2019-01-01,2019 Q1,2018-2019
06,2019,Nash,Yemeni,1,47,2019-06-01,2019 Q2,2018-2019
11,2019,Nash,Yemeni,1,48,2019-11-01,2019 Q3,2018-2019
03,2020,Nash,Yemeni,1,49,2020-03-01,2020 Q1,2020-2021
05,2021,Nash,Yemeni,1,50,2021-05-01,2021 Q2,2020-2021
05,2009,Obesity,Yemeni,1,1,2009-05-01,2009 Q2,2008-2009
07,2009,Obesity,Yemeni,1,2,2009-07-01,2009 Q2,2008-2009
08,2009,Obesity,Yemeni,2,4,2009-08-01,2009 Q2,2008-2009
09,2009,Obesity,Yemeni,1,5,2009-09-01,2009 Q3,2008-2009
10,2009,Obesity,Yemeni,4,9,2009-10-01,2009 Q3,2008-2009
12,2009,Obesity,Yemeni,1,10,2009-12-01,2009 Q3,2008-2009
01,2010,Obesity,Yemeni,1,11,2010-01-01,2010 Q1,2010-2011
05,2010,Obesity,Yemeni,1,12,2010-05-01,2010 Q2,2010-2011
10,2010,Obesity,Yemeni,1,13,2010-10-01,2010 Q3,2010-2011
01,2012,Obesity,Yemeni,2,15,2012-01-01,2012 Q1,2012-2013
02,2012,Obesity,Yemeni,1,16,2012-02-01,2012 Q1,2012-2013
04,2012,Obesity,Yemeni,1,17,2012-04-01,2012 Q1,2012-2013
05,2012,Obesity,Yemeni,3,20,2012-05-01,2012 Q2,2012-2013
06,2012,Obesity,Yemeni,2,22,2012-06-01,2012 Q2,2012-2013
07,2012,Obesity,Yemeni,2,24,2012-07-01,2012 Q2,2012-2013
08,2012,Obesity,Yemeni,1,25,2012-08-01,2012 Q2,2012-2013
09,2012,Obesity,Yemeni,2,27,2012-09-01,2012 Q3,2012-2013
10,2012,Obesity,Yemeni,1,28,2012-10-01,2012 Q3,2012-2013
11,2012,Obesity,Yemeni,2,30,2012-11-01,2012 Q3,2012-2013
12,2012,Obesity,Yemeni,1,31,2012-12-01,2012 Q3,2012-2013
01,2013,Obesity,Yemeni,1,32,2013-01-01,2013 Q1,2012-2013
03,2013,Obesity,Yemeni,2,34,2013-03-01,2013 Q1,2012-2013
05,2013,Obesity,Yemeni,1,35,2013-05-01,2013 Q2,2012-2013
06,2013,Obesity,Yemeni,2,37,2013-06-01,2013 Q2,2012-2013
08,2013,Obesity,Yemeni,1,38,2013-08-01,2013 Q2,2012-2013
07,2014,Obesity,Yemeni,1,39,2014-07-01,2014 Q2,2014-2015
11,2014,Obesity,Yemeni,1,40,2014-11-01,2014 Q3,2014-2015
12,2014,Obesity,Yemeni,1,41,2014-12-01,2014 Q3,2014-2015
01,2015,Obesity,Yemeni,3,44,2015-01-01,2015 Q1,2014-2015
02,2015,Obesity,Yemeni,1,45,2015-02-01,2015 Q1,2014-2015
03,2015,Obesity,Yemeni,1,46,2015-03-01,2015 Q1,2014-2015
04,2015,Obesity,Yemeni,4,50,2015-04-01,2015 Q1,2014-2015
05,2015,Obesity,Yemeni,3,53,2015-05-01,2015 Q2,2014-2015
06,2015,Obesity,Yemeni,4,57,2015-06-01,2015 Q2,2014-2015
10,2015,Obesity,Yemeni,2,59,2015-10-01,2015 Q3,2014-2015
11,2015,Obesity,Yemeni,1,60,2015-11-01,2015 Q3,2014-2015
12,2015,Obesity,Yemeni,1,61,2015-12-01,2015 Q3,2014-2015
04,2016,Obesity,Yemeni,1,62,2016-04-01,2016 Q1,2016-2017
05,2016,Obesity,Yemeni,3,65,2016-05-01,2016 Q2,2016-2017
12,2016,Obesity,Yemeni,2,67,2016-12-01,2016 Q3,2016-2017
03,2017,Obesity,Yemeni,1,68,2017-03-01,2017 Q1,2016-2017
04,2017,Obesity,Yemeni,1,69,2017-04-01,2017 Q1,2016-2017
07,2017,Obesity,Yemeni,2,71,2017-07-01,2017 Q2,2016-2017
01,2018,Obesity,Yemeni,2,73,2018-01-01,2018 Q1,2018-2019
02,2018,Obesity,Yemeni,2,75,2018-02-01,2018 Q1,2018-2019
03,2018,Obesity,Yemeni,3,78,2018-03-01,2018 Q1,2018-2019
05,2018,Obesity,Yemeni,2,80,2018-05-01,2018 Q2,2018-2019
06,2018,Obesity,Yemeni,3,83,2018-06-01,2018 Q2,2018-2019
07,2018,Obesity,Yemeni,2,85,2018-07-01,2018 Q2,2018-2019
08,2018,Obesity,Yemeni,4,89,2018-08-01,2018 Q2,2018-2019
10,2018,Obesity,Yemeni,1,90,2018-10-01,2018 Q3,2018-2019
11,2018,Obesity,Yemeni,2,92,2018-11-01,2018 Q3,2018-2019
12,2018,Obesity,Yemeni,2,94,2018-12-01,2018 Q3,2018-2019
03,2019,Obesity,Yemeni,1,95,2019-03-01,2019 Q1,2018-2019
06,2019,Obesity,Yemeni,1,96,2019-06-01,2019 Q2,2018-2019
07,2019,Obesity,Yemeni,2,98,2019-07-01,2019 Q2,2018-2019
09,2019,Obesity,Yemeni,1,99,2019-09-01,2019 Q3,2018-2019
12,2019,Obesity,Yemeni,2,101,2019-12-01,2019 Q3,2018-2019
02,2020,Obesity,Yemeni,3,104,2020-02-01,2020 Q1,2020-2021
03,2020,Obesity,Yemeni,2,106,2020-03-01,2020 Q1,2020-2021
05,2020,Obesity,Yemeni,1,107,2020-05-01,2020 Q2,2020-2021
01,2009,CKD,Azerbaijani,1,1,2009-01-01,2009 Q1,2008-2009
03,2009,CKD,Azerbaijani,2,3,2009-03-01,2009 Q1,2008-2009
04,2009,CKD,Azerbaijani,1,4,2009-04-01,2009 Q1,2008-2009
05,2009,CKD,Azerbaijani,2,6,2009-05-01,2009 Q2,2008-2009
06,2009,CKD,Azerbaijani,1,7,2009-06-01,2009 Q2,2008-2009
07,2009,CKD,Azerbaijani,4,11,2009-07-01,2009 Q2,2008-2009
08,2009,CKD,Azerbaijani,2,13,2009-08-01,2009 Q2,2008-2009
11,2009,CKD,Azerbaijani,3,16,2009-11-01,2009 Q3,2008-2009
12,2009,CKD,Azerbaijani,3,19,2009-12-01,2009 Q3,2008-2009
03,2012,CKD,Azerbaijani,2,21,2012-03-01,2012 Q1,2012-2013
04,2012,CKD,Azerbaijani,2,23,2012-04-01,2012 Q1,2012-2013
05,2012,CKD,Azerbaijani,2,25,2012-05-01,2012 Q2,2012-2013
09,2012,CKD,Azerbaijani,2,27,2012-09-01,2012 Q3,2012-2013
11,2012,CKD,Azerbaijani,2,29,2012-11-01,2012 Q3,2012-2013
12,2012,CKD,Azerbaijani,4,33,2012-12-01,2012 Q3,2012-2013
05,2013,CKD,Azerbaijani,1,34,2013-05-01,2013 Q2,2012-2013
12,2013,CKD,Azerbaijani,1,35,2013-12-01,2013 Q3,2012-2013
10,2014,CKD,Azerbaijani,1,36,2014-10-01,2014 Q3,2014-2015
02,2015,CKD,Azerbaijani,3,39,2015-02-01,2015 Q1,2014-2015
03,2015,CKD,Azerbaijani,1,40,2015-03-01,2015 Q1,2014-2015
05,2015,CKD,Azerbaijani,1,41,2015-05-01,2015 Q2,2014-2015
06,2015,CKD,Azerbaijani,1,42,2015-06-01,2015 Q2,2014-2015
07,2015,CKD,Azerbaijani,2,44,2015-07-01,2015 Q2,2014-2015
08,2015,CKD,Azerbaijani,1,45,2015-08-01,2015 Q2,2014-2015
09,2015,CKD,Azerbaijani,1,46,2015-09-01,2015 Q3,2014-2015
10,2015,CKD,Azerbaijani,1,47,2015-10-01,2015 Q3,2014-2015
11,2015,CKD,Azerbaijani,2,49,2015-11-01,2015 Q3,2014-2015
12,2015,CKD,Azerbaijani,1,50,2015-12-01,2015 Q3,2014-2015
01,2016,CKD,Azerbaijani,1,51,2016-01-01,2016 Q1,2016-2017
09,2016,CKD,Azerbaijani,1,52,2016-09-01,2016 Q3,2016-2017
12,2016,CKD,Azerbaijani,1,53,2016-12-01,2016 Q3,2016-2017
02,2017,CKD,Azerbaijani,1,54,2017-02-01,2017 Q1,2016-2017
05,2017,CKD,Azerbaijani,1,55,2017-05-01,2017 Q2,2016-2017
07,2017,CKD,Azerbaijani,1,56,2017-07-01,2017 Q2,2016-2017
01,2018,CKD,Azerbaijani,2,58,2018-01-01,2018 Q1,2018-2019
03,2018,CKD,Azerbaijani,3,61,2018-03-01,2018 Q1,2018-2019
04,2018,CKD,Azerbaijani,3,64,2018-04-01,2018 Q1,2018-2019
05,2018,CKD,Azerbaijani,2,66,2018-05-01,2018 Q2,2018-2019
06,2018,CKD,Azerbaijani,2,68,2018-06-01,2018 Q2,2018-2019
07,2018,CKD,Azerbaijani,2,70,2018-07-01,2018 Q2,2018-2019
09,2018,CKD,Azerbaijani,4,74,2018-09-01,2018 Q3,2018-2019
10,2018,CKD,Azerbaijani,2,76,2018-10-01,2018 Q3,2018-2019
11,2018,CKD,Azerbaijani,1,77,2018-11-01,2018 Q3,2018-2019
02,2019,CKD,Azerbaijani,1,78,2019-02-01,2019 Q1,2018-2019
03,2019,CKD,Azerbaijani,1,79,2019-03-01,2019 Q1,2018-2019
08,2019,CKD,Azerbaijani,1,80,2019-08-01,2019 Q2,2018-2019
12,2019,CKD,Azerbaijani,1,81,2019-12-01,2019 Q3,2018-2019
01,2020,CKD,Azerbaijani,1,82,2020-01-01,2020 Q1,2020-2021
01,2009,Diabetes,Azerbaijani,2,2,2009-01-01,2009 Q1,2008-2009
02,2009,Diabetes,Azerbaijani,1,3,2009-02-01,2009 Q1,2008-2009
03,2009,Diabetes,Azerbaijani,3,6,2009-03-01,2009 Q1,2008-2009
05,2009,Diabetes,Azerbaijani,2,8,2009-05-01,2009 Q2,2008-2009
06,2009,Diabetes,Azerbaijani,1,9,2009-06-01,2009 Q2,2008-2009
07,2009,Diabetes,Azerbaijani,3,12,2009-07-01,2009 Q2,2008-2009
09,2009,Diabetes,Azerbaijani,1,13,2009-09-01,2009 Q3,2008-2009
10,2009,Diabetes,Azerbaijani,2,15,2009-10-01,2009 Q3,2008-2009
11,2009,Diabetes,Azerbaijani,1,16,2009-11-01,2009 Q3,2008-2009
12,2009,Diabetes,Azerbaijani,4,20,2009-12-01,2009 Q3,2008-2009
